id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
8958196,"San Ignacio, Belize, The Garden House",46819996,Mirian,Cayo,Cayo,17.15823,-89.0841,Entire home/apt,99,2,119,2025-03-12,1.04,1,353,13,
8969539,The Reef House Belize 3/2 + Pool + 1/1 Apt Option,41327997,Sharilyn,Belize,Belize Islands,17.73681,-88.02844,Entire home/apt,462,2,195,2025-03-08,1.72,1,318,21,
8992793,Pedestal Monkey Reserve AC/WIFI/FREE SHUTTLE.,71837120,Mel,Belize,Belize Mainland,17.55699,-88.53317,Entire home/apt,163,1,268,2025-02-15,2.39,1,339,35,
9043364,Parrot Nest Treehousy Cabana (Gold Standard),22923135,Parrot Nest,Cayo,Cayo,17.17524,-89.10852,Private room,105,2,191,2025-03-10,1.67,8,354,14,
9063035,Bungalow Cottage at duPlooy's,44199832,Judy,Cayo,Cayo,17.13852,-89.04982,Private room,,1,0,,,1,0,0,
9110114,Reef Cottage - Low Caye Cottages,47480777,Jeff,Belize,Belize Islands,17.73994,-88.02725,Entire home/apt,285,1,26,2025-01-03,0.23,3,353,7,
9110318,Coral Cottage - Low Caye Cottages,47480777,Jeff,Belize,Belize Islands,17.74112,-88.02661,Entire home/apt,294,3,52,2025-02-08,0.49,3,332,15,
9195897,Scarlet Macaw Room w/AC @ All Seasons Belize,16831666,Tyler And Val,Stann Creek,Stann Creek Mainland,16.85169,-88.27929,Private room,189,1,38,2024-12-30,0.35,11,347,4,
9252125,Maya Breeze Beach Cabin A,45000999,Maya,Stann Creek,Stann Creek Mainland,16.61487,-88.35507,Entire home/apt,,1,2,2018-12-28,0.02,4,0,0,
9268862,"Marin's Guesthouse Sun, Gecko Units",10546084,Michele,Belize,Belize Islands,17.74245,-88.0241,Private room,,2,4,2020-01-03,0.05,8,0,0,
9269132,"Marin's Guesthouse Sun, Gecko Units",10546084,Michele,Belize,Belize Islands,17.74186,-88.0248,Private room,,2,38,2020-02-25,0.34,8,0,0,
9272745,"Marin's Guesthouse Sun, Gecko Units",10546084,Michele,Belize,Belize Islands,17.74217,-88.02449,Private room,151,2,21,2020-02-21,0.19,8,0,0,
9273451,"Marin's Guesthouse Sun, Gecko Units",10546084,Michele,Belize,Belize Islands,17.76,-88.02688,Private room,151,2,27,2020-01-04,0.24,8,0,0,
9274044,"Marin's Guesthouse Sun, Gecko Units",10546084,Michele,Belize,Belize Islands,17.74222,-88.02392,Private room,151,2,27,2020-02-07,0.24,8,0,0,
9274696,"Marin's Guesthouse Sun, Gecko Units",10546084,Michele,Belize,Belize Islands,17.74097,-88.02603,Private room,151,2,30,2020-02-10,0.27,8,0,0,
9275263,"Marin's Guesthouse Sun, Gecko Units",10546084,Michele,Belize,Belize Islands,17.74163,-88.02621,Private room,151,2,30,2019-03-05,0.27,8,0,0,
9280432,"Tropical Casita,  On The  Shores Of The Caribbean",48093824,Jason,Belize,Belize Islands,18.03518,-87.89714,Entire home/apt,271,3,27,2024-12-26,0.24,1,327,6,
9408664,Close to town but in the country,48785884,Barbara And Bart,Orange Walk,Orange Walk,18.08042,-88.54033,Private room,45,1,113,2025-02-23,1.00,2,357,12,
9424006,Tranquil Belize Gem,48856854,Rose & Nancy,Cayo,Cayo,17.15288,-89.07652,Entire home/apt,137,2,42,2022-01-09,0.42,2,0,0,
9458441,Friends & Family 2-bedroom Suite Gold Standard),49014327,Hummingbird Island,Belize,Belize Islands,17.90952491760254,-87.9726791381836,Entire home/apt,286,2,86,2025-03-19,0.76,5,350,9,
9460007,Sunrise King Suite 2-A (Gold Standard),49014327,Hummingbird Island,Belize,Belize Islands,17.90968894958496,-87.97258758544922,Entire home/apt,261,2,76,2025-03-14,0.68,5,353,13,
9461471,Skipper's studio 3C (Gold Standard),49014327,Hummingbird Island,Belize,Belize Islands,17.909727096557617,-87.9726333618164,Hotel room,180,2,99,2025-02-28,0.88,5,339,13,
9508682,Cocopele inn suite,48970192,Lucy,Cayo,Cayo,17.15905,-89.06523,Private room,121,1,0,,,2,365,0,
9510905,Purple Pearl Cottage,47480777,Jeff,Belize,Belize Islands,17.7411,-88.02742,Entire home/apt,282,3,48,2025-01-23,0.43,3,326,7,
9545048,cocopele inn standard room,48970192,Lucy,Cayo,Cayo,17.15136,-89.07465,Private room,,2,7,2025-02-17,0.07,2,365,1,
9597407,Chila’s Luna Room,9430792,Chila,Belize,Belize Islands,17.74865,-88.02367,Entire home/apt,144,3,239,2025-02-12,2.16,4,313,15,
9736869,"Explore, Enjoy Belize an relax home",50236830,Alma,Cayo,Cayo,17.27631,-88.71624,Entire home/apt,,2,0,,,1,0,0,
9807727,Lucky Dreamer Lodge~Jungle & Riverside Retreat,35805826,Cheryl & Jeff,Cayo,Cayo,17.130432,-89.058754,Entire home/apt,,1,264,2025-03-03,2.46,2,298,26,
9848776,Weezie's Oceanfront Hotel Small Studio,6334784,Tom,Belize,Belize Islands,17.73582,-88.0268,Entire home/apt,396,1,131,2025-02-15,1.17,13,200,22,
9864331,The Island Cove studio Apartment #2,43775096,Katrina,Belize,Belize Islands,17.91814,-87.96349,Entire home/apt,111,60,14,2019-05-01,0.12,4,364,0,
9864801,The Island Cove Studio Apartment #4,43775096,Katrina,Belize,Belize Islands,17.9189,-87.96273,Entire home/apt,111,60,35,2022-02-11,0.31,4,365,0,
9865132,The Island Cove Studio Apartment #5,43775096,Katrina,Belize,Belize Islands,17.91873,-87.96419,Private room,111,60,6,2019-11-01,0.07,4,358,0,
9934974,Orchid Room w/AC @ All Seasons Belize,16831666,Tyler And Val,Stann Creek,Stann Creek Mainland,16.85202,-88.27968,Private room,197,1,61,2024-12-24,0.57,11,304,3,
9957366,Superb modern house with pool for bird lovers,4768636,Katia,Cayo,Cayo,17.1621,-89.0418,Entire home/apt,567,3,104,2025-03-22,0.94,1,213,17,
10004488,"Long Term Stay in the country
 Not for Sissies",48785884,Barbara And Bart,Orange Walk,Orange Walk,18.08479,-88.54194,Entire home/apt,24,7,3,2022-09-04,0.07,2,136,0,
10068252,Horse Cottage # 5,51172579,Nathalie,Corozal,Corozal,18.34597,-88.15251,Entire home/apt,94,1,63,2025-02-19,0.56,4,305,7,
10068754,Horse Cottage # 1,51172579,Nathalie,Corozal,Corozal,18.34602,-88.15238,Entire home/apt,120,1,75,2025-03-05,0.67,4,353,11,
10129552,River Park Inn Room 1,51983681,Jesica,Cayo,Cayo,17.16958,-89.0703,Private room,77,1,2,2023-03-23,0.03,2,365,0,
10152996,River Park Inn Room 3,51983681,Jesica,Cayo,Cayo,17.16908,-89.06945,Private room,91,1,1,2023-01-06,0.04,2,365,0,
10247854,Great Cabana sleeps 4 with pool - Lizard,2267459,Tropical Dreams,Belize,Belize Islands,17.73886,-88.02588,Entire home/apt,190,2,238,2025-03-15,2.15,4,287,36,
10252481,Hummingbird House -Birdhouses Luis and Lucrecia.,52702883,Birdhouses Luis & Lucrecia,Belize,Belize Islands,17.73917,-88.02818,Entire home/apt,291,2,349,2025-03-11,3.12,2,313,32,
10264913,La Casita,52665457,Vanessa,Stann Creek,Stann Creek Mainland,17.03395,-88.51869,Entire home/apt,85,1,14,2023-01-26,0.13,9,278,0,
10295836,Weezie's Oceanfront Hotel Loft Studio,6334784,Tom,Belize,Belize Islands,17.74048,-88.02517,Entire home/apt,550,1,121,2024-11-05,1.10,13,227,9,
10363638,Chila’s Sol Room,9430792,Chila,Belize,Belize Islands,17.74918,-88.02397,Entire home/apt,141,3,169,2025-03-10,1.52,4,296,15,
10514308,Sunset King Suite 3-D (Gold Standard),49014327,Hummingbird Island,Belize,Belize Islands,17.90964698791504,-87.9726333618164,Entire home/apt,220,2,55,2025-02-16,0.50,5,356,5,
10523416,Cottage Parrot at SunCreekLodge,54254514,Marisa,Toledo,Toledo Mainland,16.20873,-88.919134,Entire home/apt,161,2,26,2025-03-08,0.25,3,345,5,
10698102,WHOLE HOUSE Secluded Hideaway,682330,Lee,Cayo,Cayo,17.169,-89.11207,Entire home/apt,,4,7,2019-05-18,0.07,1,0,0,
10702654,Gumbo Limbo - Go Slow Cabana,28119422,Aria & Ben,Belize,Belize Islands,17.73801,-88.02625,Entire home/apt,180,1,227,2025-01-04,2.08,4,180,18,
10744438,"BEACH and OCEAN VIEW! SECRET BEACH CABANAS, Green",55546205,Aimee & Mike,Belize,Belize Islands,17.97316,-87.9717,Private room,209,2,236,2025-03-09,2.23,4,312,23,
10851488,"Secret Beach Cabanas, Orange Cabana Steps To Sea!",55546205,Aimee & Mike,Belize,Belize Islands,17.97316,-87.9717,Private room,227,2,286,2025-03-09,2.68,4,349,28,
10851898,Tradewinds  Beach Cabanas Venus,56207939,Janice,Stann Creek,Stann Creek Mainland,16.51457,-88.36439,Entire home/apt,212,3,96,2025-02-28,0.87,3,353,2,
10857678,Gecko Cabin,52665457,Vanessa,Stann Creek,Stann Creek Mainland,17.03307,-88.51947,Private room,59,1,2,2025-02-25,0.03,9,301,1,
11010397,Tree Frog Cabin,52665457,Vanessa,Stann Creek,Stann Creek Mainland,17.03224,-88.51744,Private room,59,1,5,2025-02-03,0.07,9,296,2,
11015225,Fern Cabin,52665457,Vanessa,Stann Creek,Stann Creek Mainland,17.03385,-88.51719,Private room,59,1,8,2022-01-01,0.09,9,301,0,
11034081,Cohune Palms River Cabanas: Agouti Cabana,57260493,Bevin,Cayo,Cayo,17.17208,-89.10904,Private room,323,1,41,2024-12-30,0.37,4,344,1,
11057764,Jacamar Cabin,52665457,Vanessa,Stann Creek,Stann Creek Mainland,17.03345,-88.51738,Private room,59,1,3,2019-12-24,0.03,9,300,0,
11058617,"Casa de Amigos, Island Townhome",13353827,Dennis,Stann Creek,Stann Creek Mainland,16.509845733642578,-88.37256622314453,Entire home/apt,591,2,22,2025-03-13,0.20,1,337,5,
11058732,Blue Morpho Cabin,52665457,Vanessa,Stann Creek,Stann Creek Mainland,17.03339,-88.51805,Private room,59,1,9,2019-03-10,0.10,9,307,0,
11059068,Coati Cabin,52665457,Vanessa,Stann Creek,Stann Creek Mainland,17.03395,-88.51921,Private room,59,1,8,2025-02-25,0.08,9,286,1,
11160457,Villa Boscardi-Queen Room Suite,13406334,Francoise,Belize,Belize Mainland,17.51378,-88.21722,Private room,238,1,5,2024-11-25,0.05,8,296,1,
11179613,Villa Boscardi-Queen Room Suite,13406334,Francoise,Belize,Belize Mainland,17.51372,-88.21497,Private room,238,1,20,2024-09-13,0.31,8,323,7,
11179966,Villa Boscardi- 1 Bedroom King Room,13406334,Francoise,Belize,Belize Mainland,17.51276,-88.21511,Private room,225,1,1,2017-04-14,0.01,8,319,0,
11180125,Villa Boscardi-1 Bedroom King Room,13406334,Francoise,Belize,Belize Mainland,17.51534,-88.2169,Private room,225,1,8,2024-07-26,0.07,8,296,4,
11180541,Villa Boscardi-1 Bedroom Queen Room,13406334,Francoise,Belize,Belize Mainland,17.51382,-88.21737,Private room,225,1,16,2023-11-12,0.15,8,334,0,
11180758,Villa Boscardi-1 Bedroom Queen Room,13406334,Francoise,Belize,Belize Mainland,17.51334,-88.21705,Private room,225,1,21,2025-01-09,0.56,8,340,3,
11180978,Villa Boscardi-1 Bedroom King Room,13406334,Francoise,Belize,Belize Mainland,17.51354,-88.21565,Private room,262,1,7,2025-01-24,0.06,8,300,1,
11204270,Placencia Villas: Parrot Studio,58097670,Lacey,Stann Creek,Stann Creek Mainland,16.514322,-88.366852,Hotel room,236,1,63,2025-03-07,0.57,11,352,1,
11454302,Tradewinds Beach Cabanas  Queen Conch,56207939,Janice,Stann Creek,Stann Creek Mainland,16.51441,-88.36364,Entire home/apt,212,3,19,2025-03-05,0.18,3,359,1,
11604779,Casa Tortuga Villa at Ambergris Caye,61411749,Margaret,Belize,Belize Islands,17.92137,-87.96109,Entire home/apt,,5,11,2024-09-19,0.12,1,0,1,
11621335,Leslie's Private Paradise (Log Cabin),44621173,Bobby,Cayo,Cayo,17.22925,-88.8392,Entire home/apt,159,2,37,2024-01-10,0.34,3,295,0,
11635188,Tradewinds Paradise Villas Oceanfront 23B,61657131,Tradewinds,Belize,Belize Islands,17.92244,-87.95997,Private room,504,5,21,2024-02-07,0.20,6,206,0,
11756988,The Moonflower Suite: A Private Beachfront Retreat,32483130,Casey,Stann Creek,Stann Creek Mainland,16.52084,-88.36842,Entire home/apt,716,2,40,2025-03-05,0.42,3,293,8,
11841086,The Cahal Pech Cabanas,63093198,Cahal,Cayo,Cayo,17.14267,-89.08045,Private room,,3,0,,,1,0,0,
11882911,Full 2 Bdrm House Blue Roof,63361071,Wooden Mongoose,Stann Creek,Stann Creek Mainland,16.58489,-88.36444,Entire home/apt,242,2,55,2025-03-01,0.51,2,40,4,
12109606,Family House/ 3 Bedrooms/ Pool Access/ Garden View,22825438,Bart,Cayo,Cayo,17.149736,-89.057838,Entire home/apt,,3,32,2024-06-11,0.34,10,0,2,
12127992,Tradewinds Beach Cabanas room 1,56207939,Janice,Stann Creek,Stann Creek Mainland,16.51458,-88.3639,Private room,123,3,15,2024-12-02,0.14,3,341,1,
12172094,"Stunning Caribbean Views. Beach, Pool, Kayaks.",65390255,Sunrise,Belize,Belize Islands,18.006937,-87.911462,Entire home/apt,1239,1,23,2024-11-24,0.22,30,253,6,
12228567,"Casa del Rai, Perfect Location with Roof top Pool",38766913,Aileen,Belize,Belize Islands,17.92116,-87.96102,Entire home/apt,390,2,38,2024-10-26,0.38,4,340,5,
12285551,Casa Magdaluz,66104349,Jose Jaime,Belize,Belize Islands,17.92391,-87.95929,Entire home/apt,353,1,170,2025-02-08,1.57,2,306,17,
12301636,Lamanai Riverside Retreat R2,66323470,Pelayo’s,Orange Walk,Orange Walk,18.077669143676758,-88.55770874023438,Private room,,1,46,2025-01-18,0.44,4,356,3,
12385623,Enjoy Life in San Ignacio in Cute Bedsit,65911681,David,Cayo,Cayo,17.14961,-89.07803,Entire home/apt,,28,3,2017-01-11,0.03,1,364,0,
12402163,Slo-N-Ez Villa -West bay Ocean View- Gold Standard,36212095,Amiela,Belize,Belize Islands,17.74062,-88.03372,Entire home/apt,329,2,28,2025-03-08,0.27,5,322,8,
12546258,White Orchid Villa Belize,67991047,Rupa,Stann Creek,Stann Creek Mainland,16.84208,-88.27367,Entire home/apt,343,3,39,2025-01-13,0.40,1,173,5,
12603115,"Large room, two big beds with spa shower and AC!",3726010,Diana,Belize,Belize Islands,17.910724639892578,-87.97432708740234,Entire home/apt,184,1,171,2025-02-26,1.58,8,359,2,
12679958,Luxury 2BR Lakefront Placencia Peninsula 1st-floo,76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.59942,-88.35778,Entire home/apt,280,2,63,2025-03-05,0.60,204,365,12,
12681784,"Unique studio with amazing views, pool",76414486,Vacasa Belize,Stann Creek,Stann Creek Mainland,16.60171,-88.35643,Entire home/apt,203,2,54,2025-02-07,0.51,204,0,3,
12725571,Private Beachfront Apartment on the Caribbean Sea,32483130,Casey,Stann Creek,Stann Creek Mainland,16.52084,-88.36857,Entire home/apt,438,2,60,2024-12-28,0.61,3,280,4,
12726410,Private Beachfront Apartment on the Caribbean,32483130,Casey,Stann Creek,Stann Creek Mainland,16.52101,-88.36847,Entire home/apt,438,2,14,2025-01-21,0.13,3,289,6,
12761558,"Cottage on the Canal - Pool, Views, Kitchen, Queen",39978262,Mary Annette Rita,Corozal,Corozal,18.39794,-88.394193,Entire home/apt,286,1,17,2025-01-23,0.19,2,356,2,
12823760,Villa Cayo Guest House # 3,37610562,Virginia,Cayo,Cayo,17.14674,-89.04842,Entire home/apt,211,3,70,2025-01-07,0.66,6,339,4,
12855943,Chupaflor Seaviews Condo! Be Safe. Comfy & Happy!,41571680,Wendy,Belize,Belize Mainland,17.528194,-88.237582,Entire home/apt,257,1,5,2024-02-07,0.14,1,364,0,
12868335,Gumbo Limbo - SEA-ESTA Studio apartment,28119422,Aria & Ben,Belize,Belize Islands,17.738147735595703,-88.02611541748047,Entire home/apt,180,1,185,2025-03-20,1.73,4,307,22,
12954614,Chapito's 1. Gold Standard,911311,Hilda,Belize,Belize Islands,17.74066,-88.0258,Entire home/apt,139,1,112,2025-03-03,1.06,11,336,12,
12980613,Coral Queen Suite-Perfect Beach Front Location 09,71120105,Joan,Belize,Belize Islands,17.9358,-87.95194,Entire home/apt,396,3,88,2025-02-27,0.83,7,267,11,
12984190,Beach Front King Suite-full kitchen-LocAAAtion! 08,71120105,Joan,Belize,Belize Islands,17.93193,-87.95515,Entire home/apt,517,3,76,2025-02-25,0.72,7,246,15,
13005690,Tobacco Caye over-the-water Cabana,71725573,Ricardo,Stann Creek,Stann Creek Islands,16.89828,-88.06051,Private room,211,3,70,2025-03-06,1.45,2,91,11,
13005742,Bocawina Rainforest  -   Standard Room,71725573,Ricardo,Stann Creek,Stann Creek Mainland,16.93772,-88.39378,Private room,,2,18,2025-03-08,0.21,2,245,2,
13030512,Yocamatsu Caribbean B&B,71994445,Greg,Belize,Belize Islands,17.77777,-88.02541,Private room,271,1,10,2020-02-08,0.10,1,361,0,
13061080,Cozy Wooden Casita in Suburban Belize City,72343951,Milagro,Belize,Belize Mainland,17.50767,-88.20061,Entire home/apt,,3,0,,,1,0,0,
13064185,"Beautiful 2 Bedroom HOUSE Pool, Ocean Views",39978262,Mary Annette Rita,Corozal,Corozal,18.39794,-88.39419,Entire home/apt,306,1,35,2025-03-08,0.34,2,356,4,
13107625,Comfy Apartment: Island Tide Villa: 1 Bed/Bath,27842054,Belize Tropical Dream Villas,Belize,Belize Islands,17.9128,-87.96898,Entire home/apt,242,1,65,2025-02-27,0.62,6,334,3,
13239531,Beach House feet away from the Caribbean Sea,70387245,Ceni,Belize,Belize Islands,17.91643,-87.96458,Entire home/apt,282,3,173,2025-02-24,1.61,2,347,13,
13314067,"Garden Queen Suite 1 BR, 1BA, Full Kitchen  810",71120105,Joan,Belize,Belize Islands,17.93608,-87.95198,Private room,,3,101,2025-02-24,0.97,7,253,2,
13437617,Sarkiki - Beach Villas,76677074,Linda,Stann Creek,Stann Creek Mainland,16.83617,-88.26806,Entire home/apt,418,1,25,2025-03-03,0.25,2,359,6,
13522909,Yellow Head Room at Rock Farm Guest House,77690659,Nikki,Cayo,Cayo,17.24691,-88.80214,Hotel room,,999,13,2017-12-30,0.12,5,365,0,
13583537,Sanpopo TreeTop Home Feels Like Your In the Jungle,78413902,Peter,Cayo,Cayo,17.15588,-89.08297,Entire home/apt,109,1,471,2025-03-11,4.49,4,301,56,
13635561,Capital Haven Guest House,79075770,Miguel,Cayo,Cayo,17.25776,-88.76825,Entire home/apt,218,1,89,2025-03-09,0.84,1,291,19,
13652906,"Beach and Ocean Views! Secret Beach Cabanas, Blue",55546205,Aimee & Mike,Belize,Belize Islands,17.974073,-87.971413,Private room,172,2,65,2025-02-13,0.65,4,266,8,
13666708,Casa Azriel,66104349,Jose Jaime,Belize,Belize Islands,17.92631,-87.95839,Entire home/apt,,1,159,2024-08-19,1.56,2,0,6,
13753542,Toucan Room at Rock Farm Guest House,77690659,Nikki,Cayo,Cayo,17.24662,-88.80087,Hotel room,,999,9,2020-02-15,0.09,5,365,0,
13779894,Hummingbird Room at Rock Farm Guest House,77690659,Nikki,Cayo,Cayo,17.24556,-88.80304,Hotel room,,999,7,2018-01-11,0.07,5,365,0,
13845035,Tradewinds Paradise Villas Poolside - 21A,61657131,Tradewinds,Belize,Belize Islands,17.92148,-87.9606,Private room,454,4,13,2023-01-10,0.13,6,235,0,
13943443,Villa Turquesa,39447906,Nathalee,Belize,Belize Islands,17.98003,-87.92302,Entire home/apt,,30,14,2025-02-25,0.16,1,2,5,
13953955,Living in the treetop with amazing views,22121955,Herbert,Stann Creek,Stann Creek Mainland,16.6104,-88.35533,Entire home/apt,226,3,93,2025-03-11,0.89,3,274,17,
13971755,River's Edge Rental,83308308,Wendy,Stann Creek,Stann Creek Mainland,16.83555,-88.2833,Entire home/apt,,30,0,,,1,0,0,
14021340,Nomadic Dream:  Beach Please!,18896775,Diane,Belize,Belize Islands,17.74349,-88.0232,Entire home/apt,,180,25,2020-02-07,0.24,1,0,0,
14057722,Chapito's 2.central location 2 bdrm. Gold Standard,911311,Hilda,Belize,Belize Islands,17.74073,-88.02551,Entire home/apt,,1,103,2024-04-14,0.98,11,173,3,
14106721,Rainforest Retreat Mini Apartment,84937380,Marta,Cayo,Cayo,17.24945,-88.76169,Private room,86,1,5,2024-08-18,0.05,7,365,1,
14205713,Nelly's Guest House,86166825,Priscilla,Cayo,Cayo,17.24103,-88.75483,Private room,,1,0,,,1,0,0,
14237777,"Sustainable, Eco friendly, Comfortably Numb",48844936,Cindy,Belize,Belize Islands,17.73012,-88.03675,Entire home/apt,272,3,129,2025-03-14,1.24,3,167,5,
14428809,The Tree House: Comfort with a Relaxed Island Vibe,88796268,Lorna,Belize,Belize Islands,17.97207,-87.92902,Entire home/apt,504,5,27,2025-01-22,0.27,1,326,4,
14482796,Weezie's Oceanfront Hotel Large Studio,6334784,Tom,Belize,Belize Islands,17.73553,-88.02711,Entire home/apt,487,1,18,2024-08-31,0.23,13,237,4,
14484119,Belizean Beach Front Condo - Tres Cocos Resort 402,85339670,Tres Cocos Resort,Belize,Belize Islands,17.93454,-87.95304,Entire home/apt,704,3,22,2025-02-20,0.22,22,270,2,
14486190,TREEHOUSE close to everything! Great wifi!,3726010,Diana,Belize,Belize Islands,17.910724639892578,-87.97432708740234,Private room,200,1,224,2025-03-08,2.14,8,352,20,
14651096,Hummingbird Rest for a 'Jungle Experience' in Town,78413902,Peter,Cayo,Cayo,17.15749,-89.07782,Entire home/apt,113,1,418,2025-03-11,4.04,4,317,55,
14671120,Belize Cultural Adventure Guesthouse - Rose Room,91023643,Belize Cultural,Cayo,Cayo,17.23455,-88.8334,Private room,,2,0,,,1,0,0,
14711605,Luxury 3-Story Waterfront Villa with Pool,72483617,Kathleen,Stann Creek,Stann Creek Mainland,16.63723,-88.33731,Entire home/apt,1188,6,6,2024-10-21,0.14,33,223,1,
14732433,Large 5+ Bedroom Oceanfront w/ Pier and Pool,72483617,Kathleen,Stann Creek,Stann Creek Mainland,16.58632,-88.36199,Entire home/apt,1452,6,25,2025-03-01,0.40,33,178,3,
14768762,Villa Cayo Guest House #4,37610562,Virginia,Cayo,Cayo,17.14594,-89.05047,Entire home/apt,227,3,88,2025-02-26,0.86,6,337,16,
14786907,"Gold Standard, Quiet, Full House, Sleeps 6",63361071,Wooden Mongoose,Stann Creek,Stann Creek Mainland,16.5842,-88.36338,Entire home/apt,207,2,69,2025-03-08,0.70,2,316,8,
14865676,2 neighboring Spacious Casitas on Beach Resort,93123112,Lee,Belize,Belize Islands,17.92198,-87.95994,Private room,717,1,23,2024-02-16,0.22,17,365,0,
14929831,Belizean Beach Front Condo - Tres Cocos Resort 501,85339670,Tres Cocos Resort,Belize,Belize Islands,17.93454,-87.95304,Entire home/apt,640,3,15,2025-01-04,0.17,22,308,2,
14930054,Belizean Beach Front Condo - Tres Cocos Resort 502,85339670,Tres Cocos Resort,Belize,Belize Islands,17.93454,-87.95304,Entire home/apt,704,3,1,2018-02-18,0.01,22,265,0,
15023282,Exotic Off-The-Grid Treehouse Mopan River!,21223928,Catherine,Cayo,Cayo,17.16866,-89.1131,Entire home/apt,597,1,113,2025-02-16,1.12,1,333,17,
15112496,"Kitty's Beach House, Secluded Paradise",95742038,Maija,Stann Creek,Stann Creek Mainland,16.53403091430664,-88.36009216308594,Entire home/apt,452,2,16,2025-02-27,0.17,1,351,3,
15130250,"Apartment at Ethan's Hideaway, Belize City",8554313,Ricky,Belize,Belize Mainland,17.51178550720215,-88.22806549072266,Entire home/apt,136,3,38,2025-03-17,0.37,15,334,22,
15200512,5 BDRM Waterfront Villa With Rooftop Plunge Pool,8003973,Corrina,Belize,Belize Islands,17.92051,-87.96136,Entire home/apt,1949,3,23,2024-02-19,0.31,15,359,0,
15236762,"Oceanfront nature paradise home, dock and palapa",96865934,Rita & Steve,Stann Creek,Stann Creek Mainland,16.83068,-88.26571,Entire home/apt,424,3,97,2024-12-31,1.01,2,352,5,
15441486,Comfortable Beach Casita - with AC,93123112,Lee,Belize,Belize Islands,17.89953,-87.97674,Private room,177,1,35,2025-02-26,0.35,17,354,5,
